benchmark,tie_metric,tolerance_pp,model_a,model_b,predictor,correct_direction,abs_tie_gap
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen3-4B,pass1_pct,True,0.0
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen3-4B,pass16_pct,False,0.0
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen3-4B,high_conf_accuracy_pct,False,0.0
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen3-4B,frs_pct,False,0.0
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen3-4B,pass1_pct,True,0.0
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen3-4B,pass16_pct,False,0.0
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen3-4B,high_conf_accuracy_pct,False,0.0
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen3-4B,frs_pct,False,0.0
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen3-4B,pass1_pct,True,0.0
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen3-4B,pass16_pct,False,0.0
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen3-4B,high_conf_accuracy_pct,False,0.0
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-7B,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-7B,pass1_pct,True,0.29999999999999716
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-7B,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,1.0,DS-R1-1.5B,Qwen2.5-7B,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-7B,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-7B,pass1_pct,True,0.29999999999999716
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-7B,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,2.0,DS-R1-1.5B,Qwen2.5-7B,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-7B,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-7B,pass1_pct,True,0.29999999999999716
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-7B,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Qwen2.5-7B,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-7B,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-7B,pass1_pct,True,0.29999999999999716
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-7B,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Qwen2.5-7B,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,1.0,DS-R1-1.5B,LLaMA-3.1-8B,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,LLaMA-3.1-8B,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,LLaMA-3.1-8B,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,DS-R1-1.5B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,LLaMA-3.1-8B,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,LLaMA-3.1-8B,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,LLaMA-3.1-8B,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,DS-R1-1.5B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,LLaMA-3.1-8B,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,LLaMA-3.1-8B,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,LLaMA-3.1-8B,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,frs_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,pass1_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,pass16_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,DS-R1-1.5B,LLaMA-3.1-8B,high_conf_accuracy_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Gemma-7B,frs_pct,True,2.8999999999999915
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Gemma-7B,pass1_pct,True,2.8999999999999915
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Gemma-7B,pass16_pct,True,2.8999999999999915
SVAMP,pass16_pct,3.0,DS-R1-1.5B,Gemma-7B,high_conf_accuracy_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Gemma-7B,frs_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Gemma-7B,pass1_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Gemma-7B,pass16_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,DS-R1-1.5B,Gemma-7B,high_conf_accuracy_pct,True,2.8999999999999915
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,frs_pct,False,0.9000000000000057
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,pass1_pct,True,0.9000000000000057
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,pass16_pct,True,0.9000000000000057
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-Math,high_conf_accuracy_pct,False,0.9000000000000057
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,1.0,Qwen3-4B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,2.0,Qwen3-4B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,3.0,Qwen3-4B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4-Reas.,frs_pct,False,0.10000000000000853
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4-Reas.,pass1_pct,True,0.10000000000000853
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4-Reas.,pass16_pct,True,0.10000000000000853
SVAMP,pass16_pct,5.0,Qwen3-4B,Phi-4-Reas.,high_conf_accuracy_pct,True,0.10000000000000853
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-7B,frs_pct,True,0.29999999999999716
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-7B,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-7B,pass16_pct,False,0.29999999999999716
SVAMP,pass16_pct,1.0,Qwen3-4B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-7B,frs_pct,True,0.29999999999999716
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-7B,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-7B,pass16_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,Qwen3-4B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-7B,frs_pct,True,0.29999999999999716
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-7B,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-7B,pass16_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,Qwen3-4B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-7B,frs_pct,True,0.29999999999999716
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-7B,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-7B,pass16_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,Qwen3-4B,Qwen2.5-7B,high_conf_accuracy_pct,True,0.29999999999999716
SVAMP,pass16_pct,1.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,1.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,2.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,frs_pct,True,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,pass1_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,pass16_pct,False,0.6000000000000085
SVAMP,pass16_pct,5.0,Qwen3-4B,LLaMA-3.1-8B,high_conf_accuracy_pct,True,0.6000000000000085
SVAMP,pass16_pct,3.0,Qwen3-4B,Gemma-7B,frs_pct,True,2.8999999999999915
SVAMP,pass16_pct,3.0,Qwen3-4B,Gemma-7B,pass1_pct,True,2.8999999999999915
SVAMP,pass16_pct,3.0,Qwen3-4B,Gemma-7B,pass16_pct,True,2.8999999999999915
SVAMP,pass16_pct,3.0,Qwen3-4B,Gemma-7B,high_conf_accuracy_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,Qwen3-4B,Gemma-7B,frs_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,Qwen3-4B,Gemma-7B,pass1_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,Qwen3-4B,Gemma-7B,pass16_pct,True,2.8999999999999915
SVAMP,pass16_pct,5.0,Qwen3-4B,Gemma-7B,high_conf_accuracy_pct,True,2.8999999999999915
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-Math,frs_pct,False,1.5
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-Math,pass1_pct,False,1.5
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-Math,pass16_pct,True,1.5
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,1.5
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-Math,frs_pct,False,1.5
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-Math,pass1_pct,False,1.5
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-Math,pass16_pct,True,1.5
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,1.5
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-Math,frs_pct,False,1.5
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-Math,pass1_pct,False,1.5
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-Math,pass16_pct,True,1.5
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,1.5
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,2.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,2.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,3.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,3.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,Phi-4,Qwen2.5-Math,frs_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,Phi-4,Qwen2.5-Math,pass1_pct,False,0.29999999999999716
SVAMP,pass16_pct,5.0,Phi-4,Qwen2.5-Math,pass16_pct,True,0.29999999999999716
SVAMP,pass16_pct,5.0,Phi-4,Qwen2.5-Math,high_conf_accuracy_pct,False,0.29999999999999716
SVAMP,pass1_pct,3.0,Phi-4,Phi-4-Reas.,frs_pct,False,2.299999999999997
SVAMP,pass1_pct,3.0,Phi-4,Phi-4-Reas.,pass1_pct,True,2.299999999999997
SVAMP,pass1_pct,3.0,Phi-4,Phi-4-Reas.,pass16_pct,False,2.299999999999997
SVAMP,pass1_pct,3.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,2.299999999999997
SVAMP,pass1_pct,5.0,Phi-4,Phi-4-Reas.,frs_pct,False,2.299999999999997
SVAMP,pass1_pct,5.0,Phi-4,Phi-4-Reas.,pass1_pct,True,2.299999999999997
SVAMP,pass1_pct,5.0,Phi-4,Phi-4-Reas.,pass16_pct,False,2.299999999999997
SVAMP,pass1_pct,5.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,2.299999999999997
SVAMP,pass16_pct,1.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.5
SVAMP,pass16_pct,1.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.5
SVAMP,pass16_pct,1.0,Phi-4,Phi-4-Reas.,pass16_pct,False,0.5
SVAMP,pass16_pct,1.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5
SVAMP,pass16_pct,2.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.5
SVAMP,pass16_pct,2.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.5
SVAMP,pass16_pct,2.0,Phi-4,Phi-4-Reas.,pass16_pct,False,0.5
SVAMP,pass16_pct,2.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5
SVAMP,pass16_pct,3.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.5
SVAMP,pass16_pct,3.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.5
SVAMP,pass16_pct,3.0,Phi-4,Phi-4-Reas.,pass16_pct,False,0.5
SVAMP,pass16_pct,3.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5
SVAMP,pass16_pct,5.0,Phi-4,Phi-4-Reas.,frs_pct,False,0.5
SVAMP,pass16_pct,5.0,Phi-4,Phi-4-Reas.,pass1_pct,True,0.5
SVAMP,pass16_pct,5.0,Phi-4,Phi-4-Reas.,pass16_pct,False,0.5
SVAMP,pass16_pct,5.0,Phi-4,Phi-4-Reas.,high_conf_accuracy_pct,True,0.5
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-7B,frs_pct,True,1.2999999999999972
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-7B,pass1_pct,False,1.2999999999999972
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.2999999999999972
SVAMP,pass1_pct,2.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,1.2999999999999972
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-7B,frs_pct,True,1.2999999999999972
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-7B,pass1_pct,False,1.2999999999999972
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.2999999999999972
SVAMP,pass1_pct,3.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,1.2999999999999972
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-7B,frs_pct,True,1.2999999999999972
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-7B,pass1_pct,False,1.2999999999999972
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-7B,pass16_pct,True,1.2999999999999972
SVAMP,pass1_pct,5.0,Phi-4,Qwen2.5-7B,high_conf_accuracy_pct,False,1.2999999999999972
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-7B,frs_pct,True,0.30000000000001137
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-7B,pass1_pct,False,0.30000000000001137
SVAMP,pass16_pct,1.0,Phi-4,Qwen2.5-7B,pass16_pct,True,0.30000000000001137
